"","site","tile","latitude","longitude","altitude","year","yday","measurement","value"
"110","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,110,"prcp..mm.day.",0
"111","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,111,"prcp..mm.day.",0
"112","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,112,"prcp..mm.day.",0
"113","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,113,"prcp..mm.day.",0
"114","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,114,"prcp..mm.day.",0
"115","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,115,"prcp..mm.day.",0
"116","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,116,"prcp..mm.day.",0
"117","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,117,"prcp..mm.day.",0
"118","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,118,"prcp..mm.day.",0
"119","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,119,"prcp..mm.day.",0
"120","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,120,"prcp..mm.day.",0
"121","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,121,"prcp..mm.day.",0
"122","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,122,"prcp..mm.day.",0
"123","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,123,"prcp..mm.day.",0
"124","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,124,"prcp..mm.day.",0
"125","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,125,"prcp..mm.day.",0
"126","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,126,"prcp..mm.day.",0
"127","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,127,"prcp..mm.day.",0
"128","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,128,"prcp..mm.day.",0
"129","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,129,"prcp..mm.day.",0
"130","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,130,"prcp..mm.day.",0
"131","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,131,"prcp..mm.day.",0
"132","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,132,"prcp..mm.day.",0
"133","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,133,"prcp..mm.day.",0
"134","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,134,"prcp..mm.day.",0
"135","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,135,"prcp..mm.day.",0
"136","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,136,"prcp..mm.day.",0
"137","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,137,"prcp..mm.day.",0
"138","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,138,"prcp..mm.day.",0
"139","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,139,"prcp..mm.day.",0
"140","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,140,"prcp..mm.day.",0
"141","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,141,"prcp..mm.day.",0
"142","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,142,"prcp..mm.day.",0
"143","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,143,"prcp..mm.day.",0
"144","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,144,"prcp..mm.day.",0
"145","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,145,"prcp..mm.day.",0
"146","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,146,"prcp..mm.day.",0
"147","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,147,"prcp..mm.day.",0
"148","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,148,"prcp..mm.day.",0
"149","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,149,"prcp..mm.day.",0
"150","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,150,"prcp..mm.day.",0
"151","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,151,"prcp..mm.day.",0
"152","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,152,"prcp..mm.day.",0
"153","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,153,"prcp..mm.day.",0
"154","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,154,"prcp..mm.day.",0
"155","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,155,"prcp..mm.day.",0
"156","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,156,"prcp..mm.day.",0
"157","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,157,"prcp..mm.day.",0
"158","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,158,"prcp..mm.day.",0
"159","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,159,"prcp..mm.day.",0
"160","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,160,"prcp..mm.day.",0
"161","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,161,"prcp..mm.day.",0
"162","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,162,"prcp..mm.day.",0
"163","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,163,"prcp..mm.day.",0
"164","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,164,"prcp..mm.day.",0
"165","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,165,"prcp..mm.day.",0
"166","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,166,"prcp..mm.day.",0
"167","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,167,"prcp..mm.day.",0
"168","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,168,"prcp..mm.day.",0
"169","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,169,"prcp..mm.day.",0
"170","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,170,"prcp..mm.day.",0
"171","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,171,"prcp..mm.day.",0
"172","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,172,"prcp..mm.day.",0
"173","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,173,"prcp..mm.day.",0
"174","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,174,"prcp..mm.day.",0
"175","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,175,"prcp..mm.day.",0
"176","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,176,"prcp..mm.day.",0
"177","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,177,"prcp..mm.day.",0
"178","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,178,"prcp..mm.day.",0
"179","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,179,"prcp..mm.day.",0
"180","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,180,"prcp..mm.day.",0
"181","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,181,"prcp..mm.day.",0
"182","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,182,"prcp..mm.day.",0
"183","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,183,"prcp..mm.day.",0
"184","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,184,"prcp..mm.day.",0
"185","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,185,"prcp..mm.day.",0
"186","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,186,"prcp..mm.day.",0
"187","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,187,"prcp..mm.day.",0
"188","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,188,"prcp..mm.day.",0
"189","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,189,"prcp..mm.day.",0
"190","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,190,"prcp..mm.day.",3
"191","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,191,"prcp..mm.day.",0
"192","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,192,"prcp..mm.day.",0
"193","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,193,"prcp..mm.day.",0
"194","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,194,"prcp..mm.day.",0
"195","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,195,"prcp..mm.day.",6
"196","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,196,"prcp..mm.day.",0
"197","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,197,"prcp..mm.day.",3
"198","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,198,"prcp..mm.day.",0
"199","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,199,"prcp..mm.day.",0
"200","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,200,"prcp..mm.day.",0
"201","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,201,"prcp..mm.day.",0
"202","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,202,"prcp..mm.day.",0
"203","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,203,"prcp..mm.day.",0
"204","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,204,"prcp..mm.day.",0
"205","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,205,"prcp..mm.day.",0
"206","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,206,"prcp..mm.day.",0
"207","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,207,"prcp..mm.day.",0
"208","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,208,"prcp..mm.day.",0
"209","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,209,"prcp..mm.day.",5
"210","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,210,"prcp..mm.day.",6
"211","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,211,"prcp..mm.day.",0
"212","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,212,"prcp..mm.day.",4
"213","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,213,"prcp..mm.day.",13
"214","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,214,"prcp..mm.day.",0
"215","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,215,"prcp..mm.day.",0
"216","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,216,"prcp..mm.day.",0
"217","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,217,"prcp..mm.day.",1
"218","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,218,"prcp..mm.day.",0
"219","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,219,"prcp..mm.day.",0
"220","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,220,"prcp..mm.day.",0
"221","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,221,"prcp..mm.day.",1
"222","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,222,"prcp..mm.day.",0
"223","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,223,"prcp..mm.day.",0
"224","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,224,"prcp..mm.day.",5
"225","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,225,"prcp..mm.day.",0
"226","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,226,"prcp..mm.day.",15
"227","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,227,"prcp..mm.day.",3
"228","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,228,"prcp..mm.day.",3
"229","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,229,"prcp..mm.day.",0
"230","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,230,"prcp..mm.day.",0
"231","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,231,"prcp..mm.day.",2
"232","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,232,"prcp..mm.day.",0
"233","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,233,"prcp..mm.day.",0
"234","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,234,"prcp..mm.day.",3
"235","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,235,"prcp..mm.day.",0
"236","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,236,"prcp..mm.day.",0
"237","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,237,"prcp..mm.day.",0
"238","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,238,"prcp..mm.day.",0
"239","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,239,"prcp..mm.day.",7
"240","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,240,"prcp..mm.day.",1
"241","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,241,"prcp..mm.day.",0
"242","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,242,"prcp..mm.day.",0
"243","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,243,"prcp..mm.day.",0
"244","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,244,"prcp..mm.day.",0
"245","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,245,"prcp..mm.day.",0
"246","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,246,"prcp..mm.day.",0
"247","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,247,"prcp..mm.day.",0
"248","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,248,"prcp..mm.day.",10
"249","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,249,"prcp..mm.day.",0
"250","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,250,"prcp..mm.day.",0
"251","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,251,"prcp..mm.day.",0
"252","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,252,"prcp..mm.day.",0
"253","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,253,"prcp..mm.day.",0
"254","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,254,"prcp..mm.day.",0
"255","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,255,"prcp..mm.day.",0
"256","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,256,"prcp..mm.day.",0
"257","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,257,"prcp..mm.day.",0
"258","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,258,"prcp..mm.day.",0
"259","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,259,"prcp..mm.day.",5
"260","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,260,"prcp..mm.day.",12
"261","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,261,"prcp..mm.day.",14
"262","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,262,"prcp..mm.day.",15
"263","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,263,"prcp..mm.day.",0
"264","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,264,"prcp..mm.day.",0
"265","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,265,"prcp..mm.day.",0
"266","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,266,"prcp..mm.day.",2
"267","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,267,"prcp..mm.day.",1
"268","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,268,"prcp..mm.day.",0
"269","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,269,"prcp..mm.day.",0
"270","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,270,"prcp..mm.day.",0
"271","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,271,"prcp..mm.day.",0
"272","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,272,"prcp..mm.day.",0
"273","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,273,"prcp..mm.day.",0
"274","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,274,"prcp..mm.day.",0
"275","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,275,"prcp..mm.day.",0
"276","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,276,"prcp..mm.day.",0
"277","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,277,"prcp..mm.day.",0
"278","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,278,"prcp..mm.day.",0
"279","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,279,"prcp..mm.day.",0
"280","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,280,"prcp..mm.day.",0
"281","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,281,"prcp..mm.day.",0
"282","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,282,"prcp..mm.day.",0
"283","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,283,"prcp..mm.day.",0
"284","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,284,"prcp..mm.day.",0
"285","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,285,"prcp..mm.day.",0
"286","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,286,"prcp..mm.day.",0
"287","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,287,"prcp..mm.day.",0
"288","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,288,"prcp..mm.day.",0
"289","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,289,"prcp..mm.day.",0
"290","Jornada",11017,32.5933704567756,-106.8417162439,1318,2014,290,"prcp..mm.day.",0
